name,age,income,credit_score,loan_amount,employment_type,loan_status,city
Imran,35,148860,776,164422,Self-Employed,Approved,Mumbai
Arjun,32,147718,770,284457,Salaried,Rejected,Pune
Karan,24,104749,865,297197,Business,Approved,Hyderabad
Kabir,66,141611,538,471647,Business,Approved,Pune
Fatima,50,144028,845,366294,Self-Employed,Rejected,Kolkata
Aman,66,132815,806,553229,Salaried,Approved,Kolkata
Rohan,28,151447,622,910714,Self-Employed,Approved,Chennai
Rahul,58,140375,732,989056,Business,Approved,Pune
Zoya,38,111579,871,736353,Self-Employed,Approved,Pune
Ananya,33,137318,901,496253,Self-Employed,Approved,Hyderabad
Aditya,60,82801,724,345255,Self-Employed,Approved,Bangalore
Aman,55,141942,695,103102,Salaried,Rejected,Chennai
Aisha,50,108340,614,117458,Self-Employed,Approved,Ahmedabad
Riya,40,48143,853,877332,Self-Employed,Approved,Kolkata
Aditya,38,123305,839,481457,Business,Rejected,Bangalore
Neha,63,127628,784,832709,Self-Employed,Rejected,Mumbai
Rahul,60,75469,871,101658,Self-Employed,Rejected,Kolkata
Zoya,33,127126,612,97765,Business,Approved,Delhi
Rohan,60,126600,841,89439,Self-Employed,Approved,Kolkata
Aisha,28,64698,876,452258,Business,Rejected,Ahmedabad
Arjun,61,145399,815,1092200,Salaried,Approved,Hyderabad
Rahul,67,152989,660,654494,Self-Employed,Approved,Mumbai
Neha,43,66569,861,523816,Salaried,Rejected,Hyderabad
Sara,37,44532,706,545238,Salaried,Approved,Pune
Fatima,39,139589,719,816134,Self-Employed,Approved,Hyderabad
Zoya,39,127539,697,464626,Business,Approved,Pune
Kabir,51,160588,790,245324,Salaried,Rejected,Pune
Rohan,64,141818,731,769425,Business,Approved,Chennai
Imran,58,158112,782,229406,Business,Approved,Hyderabad
Kabir,57,87614,643,435073,Salaried,Approved,Kolkata
Rohan,54,91194,850,830821,Business,Approved,Kolkata
Karan,63,152627,572,-12850,Salaried,Rejected,Kolkata
Ananya,29,49521,732,905741,Self-Employed,Rejected,Hyderabad
Riya,29,120426,663,733771,Self-Employed,Rejected,Delhi
Arjun,28,50362,568,129682,Salaried,Approved,Hyderabad
Fatima,36,143933,626,864473,Business,Approved,Ahmedabad
Fatima,25,136638,872,837197,Salaried,Rejected,Bangalore
Kabir,64,120210,752,546447,Salaried,Approved,Bangalore
Riya,32,159786,560,372142,Salaried,Rejected,Hyderabad
Karan,28,131170,539,696673,Self-Employed,Approved,Bangalore
Neha,64,136493,840,432148,Salaried,Approved,Ahmedabad
Sara,27,136234,865,768258,Self-Employed,Rejected,Ahmedabad
Karan,64,152532,879,952600,Self-Employed,Rejected,Mumbai
Arjun,58,157520,627,275466,Salaried,Approved,Pune
Sara,50,125133,886,612125,Self-Employed,Approved,Kolkata
Rahul,68,123561,889,398193,Salaried,Approved,Delhi
Imran,48,114821,721,163189,Business,Approved,Mumbai
Aditya,55,83967,831,475509,Salaried,Rejected,Kolkata
Arjun,40,70780,840,86446,Business,Rejected,Hyderabad
Priya,47,73205,596,957048,Self-Employed,Rejected,Kolkata
Imran,29,85820,809,611737,Self-Employed,Rejected,Ahmedabad
Riya,69,156308,872,395333,Business,Rejected,Pune
Rohan,57,79711,757,587419,Self-Employed,Approved,Pune
Priya,32,148231,802,439507,Salaried,Rejected,Mumbai
Arjun,53,132732,862,410778,Business,Rejected,Pune
Rohan,56,83438,851,250143,Self-Employed,Approved,Hyderabad
Imran,59,82560,546,64855,Business,Approved,Mumbai
Arjun,43,136893,595,285208,Self-Employed,Rejected,Delhi
Kabir,53,132480,845,662082,Business,Rejected,Chennai
Karan,30,122001,485,798809,Salaried,Rejected,Hyderabad
Priya,37,127985,871,417129,Business,Approved,Bangalore
Zoya,56,162062,866,-28989,Business,Rejected,Kolkata
Priya,60,100273,870,513427,Self-Employed,Approved,Mumbai
Rahul,51,127309,786,77059,Salaried,Approved,Chennai
Riya,56,82401,651,766531,Salaried,Approved,Hyderabad
Zoya,56,115308,613,425066,Self-Employed,Approved,Hyderabad
Aman,60,115375,700,800989,Business,Rejected,Bangalore
Rohan,46,153023,874,197948,Business,Approved,Ahmedabad
Zoya,33,105185,701,746081,Business,Rejected,Ahmedabad
Aisha,26,74059,788,668167,Business,Rejected,Chennai
Rahul,61,154434,579,370429,Business,Rejected,Chennai
Aman,57,76466,836,715847,Self-Employed,Rejected,Ahmedabad
Riya,37,115716,859,648609,Self-Employed,Rejected,Mumbai
Kabir,37,116663,897,460896,Salaried,Rejected,Kolkata
Fatima,43,141698,472,699999,Business,Approved,Chennai
Neha,64,161285,657,17161,Business,Approved,Chennai
Fatima,29,121523,776,898895,Salaried,Rejected,Ahmedabad
Arjun,31,113004,799,339388,Business,Approved,Mumbai
Aman,48,77717,599,458740,Business,Rejected,Pune
Arjun,43,78275,800,465507,Business,Rejected,Bangalore
Karan,45,128171,865,-25848,Business,Approved,Pune
Zoya,55,144311,478,586504,Business,Rejected,Mumbai
Ananya,53,127038,875,656427,Self-Employed,Rejected,Hyderabad
Riya,63,121645,726,115797,Business,Rejected,Kolkata
Ananya,56,52032,532,357706,Salaried,Rejected,Ahmedabad
Rohan,32,154876,710,900365,Business,Rejected,Chennai
Aman,58,98639,679,549980,Business,Rejected,Pune
Aditya,30,104897,662,881056,Self-Employed,Approved,Ahmedabad
Arjun,49,155345,734,679743,Salaried,Approved,Pune
Fatima,58,147476,841,618851,Salaried,Rejected,Delhi
Sara,57,38292,758,198062,Self-Employed,Approved,Pune
Aditya,49,126928,607,401738,Self-Employed,Approved,Hyderabad
Arjun,53,91569,837,881644,Salaried,Approved,Delhi
Arjun,59,134354,768,-14842,Self-Employed,Approved,Bangalore
Imran,67,50609,504,133247,Salaried,Rejected,Kolkata
Aman,50,64945,677,208341,Business,Approved,Pune
Neha,41,88836,583,847739,Salaried,Approved,Bangalore
Rohan,38,92133,879,439093,Business,Rejected,Hyderabad
Arjun,55,106703,777,942680,Self-Employed,Approved,Pune
Rahul,60,86972,789,376623,Salaried,Rejected,Pune
Riya,61,39227,462,124884,Business,Rejected,Ahmedabad
Neha,66,56286,691,910795,Salaried,Approved,Kolkata
Sara,51,142744,753,400792,Business,Rejected,Hyderabad
Aisha,32,145423,686,667572,Self-Employed,Rejected,Bangalore
Zoya,34,130282,703,294395,Self-Employed,Approved,Pune
Rahul,67,57243,802,372189,Self-Employed,Rejected,Bangalore
Zoya,64,75321,819,819315,Self-Employed,Rejected,Pune
Sara,24,149013,624,952362,Self-Employed,Rejected,Chennai
Aisha,47,117334,831,598292,Business,Rejected,Hyderabad
Fatima,57,91268,731,54599,Self-Employed,Rejected,Hyderabad
Rahul,62,121982,816,797227,Salaried,Approved,Hyderabad
Imran,42,82924,848,484249,Self-Employed,Approved,Kolkata
Neha,59,78106,736,-27087,Self-Employed,Rejected,Mumbai
Zoya,48,55912,776,425318,Business,Approved,Delhi
Karan,39,132507,769,755704,Self-Employed,Approved,Hyderabad
Zoya,54,156928,604,830542,Self-Employed,Approved,Kolkata
Rohan,60,119131,644,39640,Salaried,Approved,Delhi
Rahul,53,126132,879,335821,Self-Employed,Rejected,Delhi
Fatima,37,133467,759,315892,Business,Rejected,Hyderabad
Rohan,54,108175,806,268630,Self-Employed,Approved,Ahmedabad
Zoya,43,156832,875,624756,Salaried,Rejected,Bangalore
Kabir,70,153611,671,462114,Self-Employed,Approved,Delhi
Aman,30,132006,842,361168,Self-Employed,Approved,Hyderabad
Riya,47,108631,834,270815,Salaried,Rejected,Pune
Kabir,53,55409,769,-52955,Salaried,Rejected,Mumbai
Aditya,60,84814,610,210350,Self-Employed,Approved,Hyderabad
Imran,53,108838,689,670345,Self-Employed,Rejected,Chennai
Fatima,64,155450,804,19661,Salaried,Approved,Mumbai
Fatima,62,92849,794,477830,Business,Rejected,Mumbai
Aditya,49,125323,626,214574,Self-Employed,Approved,Chennai
Priya,40,57182,692,586659,Salaried,Approved,Hyderabad
Kabir,64,154215,714,300352,Self-Employed,Rejected,Kolkata
Sara,51,128338,845,79662,Self-Employed,Rejected,Mumbai
Rahul,47,61962,890,34485,Self-Employed,Rejected,Ahmedabad
Karan,54,141902,778,68112,Self-Employed,Rejected,Kolkata
Riya,71,158299,815,75925,Salaried,Approved,Kolkata
Fatima,61,110148,872,820981,Salaried,Rejected,Bangalore
Rohan,61,137591,853,638977,Salaried,Approved,Delhi
Kabir,55,102414,896,42769,Salaried,Rejected,Mumbai
Sara,67,163693,873,581246,Business,Rejected,Bangalore
Neha,33,130339,693,485107,Self-Employed,Approved,Pune
Karan,47,39590,834,145342,Self-Employed,Approved,Pune
Zoya,30,65888,782,408382,Self-Employed,Rejected,Kolkata
Neha,31,77165,595,-14357,Salaried,Rejected,Chennai
Aditya,40,96140,854,642920,Self-Employed,Rejected,Mumbai
Arjun,67,92206,767,444381,Self-Employed,Rejected,Pune
Riya,30,78549,819,760414,Self-Employed,Approved,Pune
Kabir,54,50671,880,19840,Salaried,Rejected,Delhi
Fatima,65,141212,800,368388,Business,Rejected,Delhi
Aman,44,118691,867,368798,Business,Approved,Pune
Aman,62,124716,735,77376,Self-Employed,Approved,Pune
Riya,64,102921,702,141216,Business,Approved,Mumbai
Aditya,21,77079,696,751346,Salaried,Approved,Ahmedabad
Sara,60,119882,733,934468,Self-Employed,Approved,Kolkata
Sara,64,129774,829,499099,Self-Employed,Approved,Kolkata
Arjun,61,55909,761,677214,Self-Employed,Approved,Bangalore
Fatima,60,136509,862,171472,Business,Approved,Hyderabad
Priya,66,158316,641,950395,Self-Employed,Rejected,Mumbai
Zoya,66,77405,832,867430,Self-Employed,Approved,Ahmedabad
Neha,37,144798,884,545121,Business,Approved,Kolkata
Fatima,51,140014,828,296533,Business,Approved,Delhi
Arjun,67,56721,791,246235,Salaried,Rejected,Ahmedabad
Aman,66,127804,853,599740,Business,Approved,Kolkata
Arjun,63,127485,717,506514,Salaried,Approved,Chennai
Sara,61,106294,575,550500,Self-Employed,Rejected,Kolkata
Rohan,66,132906,798,803821,Self-Employed,Rejected,Mumbai
Kabir,55,122016,726,509080,Self-Employed,Rejected,Hyderabad
Aditya,66,90160,597,1012950,Self-Employed,Rejected,Hyderabad
Aditya,59,130940,681,868547,Self-Employed,Approved,Ahmedabad
Riya,56,102544,864,625995,Business,Rejected,Chennai
Neha,54,50239,568,489582,Self-Employed,Approved,Mumbai
Imran,28,132899,725,590796,Self-Employed,Rejected,Mumbai
Fatima,63,149499,619,771813,Business,Approved,Mumbai
Rohan,62,140722,857,471367,Self-Employed,Rejected,Kolkata
Rahul,59,162317,669,455532,Self-Employed,Approved,Kolkata
Kabir,65,144734,532,348179,Business,Approved,Chennai
Rohan,48,153934,793,308229,Self-Employed,Rejected,Delhi
Riya,29,98476,685,874446,Salaried,Rejected,Bangalore
Sara,65,155134,757,699114,Business,Approved,Chennai
Imran,41,110300,675,634836,Business,Approved,Delhi
Kabir,40,51692,878,514142,Salaried,Rejected,Ahmedabad
Neha,56,111932,525,427780,Business,Approved,Bangalore
Fatima,46,128952,695,691113,Self-Employed,Rejected,Ahmedabad
Aisha,63,105197,589,100765,Business,Approved,Pune
Imran,30,147360,882,4963,Self-Employed,Rejected,Pune
Rahul,44,154118,907,507134,Salaried,Approved,Pune
Ananya,28,150436,859,858395,Business,Approved,Chennai
Priya,46,131814,635,264740,Salaried,Approved,Hyderabad
Ananya,67,134103,489,427609,Business,Rejected,Kolkata
Arjun,57,127790,898,338145,Self-Employed,Approved,Hyderabad
Karan,62,156490,655,429318,Salaried,Rejected,Ahmedabad
Aisha,63,128854,831,948128,Business,Rejected,Pune
Aman,56,136675,627,267183,Business,Rejected,Ahmedabad
Sara,65,141502,841,570428,Salaried,Approved,Chennai
Aman,50,90048,814,611268,Business,Rejected,Hyderabad
Fatima,46,163967,833,161265,Self-Employed,Approved,Mumbai
Karan,66,149306,865,452314,Business,Approved,Bangalore
Karan,60,133322,598,494337,Salaried,Rejected,Kolkata
Zoya,68,154996,803,114113,Self-Employed,Rejected,Mumbai
Aditya,57,159535,651,524109,Salaried,Rejected,Mumbai
Riya,66,136032,689,462511,Salaried,Approved,Ahmedabad
Neha,63,90542,885,355349,Salaried,Rejected,Delhi
Aditya,60,112005,570,566748,Salaried,Approved,Mumbai
Priya,30,114696,768,681090,Self-Employed,Rejected,Hyderabad
Sara,71,93676,687,163144,Salaried,Rejected,Mumbai
Rohan,68,141632,815,835767,Self-Employed,Approved,Kolkata
Karan,24,159238,861,560757,Self-Employed,Approved,Pune
Ananya,64,142043,886,268207,Business,Approved,Ahmedabad
Aisha,57,54013,756,698610,Salaried,Approved,Delhi
Arjun,47,57007,573,298477,Salaried,Approved,Hyderabad
Aditya,38,118630,661,344618,Business,Approved,Delhi
Aisha,54,147104,786,481059,Business,Rejected,Delhi
Imran,56,129714,748,27552,Self-Employed,Approved,Pune
Arjun,52,100837,852,886168,Salaried,Approved,Mumbai
Arjun,70,114147,492,749763,Business,Rejected,Kolkata
Arjun,39,110062,840,444486,Self-Employed,Approved,Pune
Priya,18,137614,802,136570,Self-Employed,Rejected,Mumbai
Karan,39,155992,744,937256,Business,Approved,Pune
Aisha,34,158993,483,581850,Salaried,Approved,Bangalore
Neha,66,94959,862,871992,Self-Employed,Approved,Chennai
Fatima,64,51239,639,514233,Salaried,Approved,Hyderabad
Imran,30,151896,874,420482,Self-Employed,Rejected,Ahmedabad
Kabir,33,103814,630,896540,Salaried,Approved,Bangalore
Riya,49,136690,709,787982,Business,Rejected,Delhi
Rohan,52,121211,743,91659,Business,Rejected,Kolkata
Sara,56,120144,637,259733,Business,Rejected,Kolkata
Ananya,61,133037,788,388296,Business,Approved,Hyderabad
Karan,30,125564,506,867975,Self-Employed,Rejected,Hyderabad
Sara,27,113846,652,463006,Business,Approved,Mumbai
Karan,46,120658,861,653832,Business,Rejected,Pune
Sara,65,133841,793,193729,Self-Employed,Rejected,Ahmedabad
Rahul,68,107695,545,758038,Business,Rejected,Mumbai
Rahul,24,141473,815,534127,Business,Rejected,Bangalore
Priya,70,118361,856,444183,Salaried,Rejected,Delhi
Fatima,24,140109,736,611091,Self-Employed,Approved,Kolkata
Ananya,37,100232,881,386684,Salaried,Approved,Bangalore
Arjun,60,78989,790,656835,Salaried,Approved,Delhi
Kabir,35,142095,759,634856,Business,Approved,Kolkata
Riya,53,130927,529,131337,Salaried,Approved,Chennai
Fatima,55,116294,852,318470,Salaried,Approved,Ahmedabad
Fatima,49,127914,893,988553,Self-Employed,Rejected,Mumbai
Fatima,30,155569,723,383195,Self-Employed,Rejected,Ahmedabad
Riya,31,75336,562,682154,Business,Approved,Mumbai
Fatima,67,60815,707,514861,Business,Rejected,Hyderabad
Aisha,43,147494,860,322434,Business,Rejected,Kolkata
Ananya,46,74104,773,872787,Salaried,Approved,Mumbai
Sara,66,105075,655,61466,Self-Employed,Approved,Chennai
Aman,35,147593,795,225010,Self-Employed,Rejected,Kolkata
Kabir,45,77880,801,694533,Self-Employed,Rejected,Hyderabad
Ananya,57,145609,860,797875,Salaried,Rejected,Delhi
Neha,61,140938,750,200501,Salaried,Approved,Hyderabad
Rohan,44,120481,660,426147,Business,Rejected,Kolkata
Karan,56,147147,840,695043,Salaried,Approved,Delhi
Zoya,59,146972,807,380882,Salaried,Rejected,Mumbai
Priya,39,137867,753,133912,Self-Employed,Approved,Mumbai
Ananya,29,108391,756,419489,Self-Employed,Approved,Mumbai
Aditya,60,126234,632,567670,Salaried,Approved,Mumbai
Neha,52,89828,624,685590,Salaried,Rejected,Chennai
Priya,56,64198,748,758997,Self-Employed,Rejected,Hyderabad
Ananya,33,92722,792,507546,Salaried,Approved,Bangalore
Fatima,64,142616,820,820641,Business,Rejected,Ahmedabad
Aisha,51,116196,662,693884,Self-Employed,Approved,Mumbai
Sara,57,162870,785,396788,Salaried,Approved,Ahmedabad
Riya,51,111767,828,672390,Self-Employed,Approved,Mumbai
Sara,55,159324,857,589734,Business,Approved,Delhi
Karan,68,158337,758,449647,Self-Employed,Rejected,Bangalore
Rahul,36,88146,823,728500,Salaried,Approved,Kolkata
Zoya,61,123133,854,713449,Business,Approved,Chennai
Neha,45,96350,551,678657,Salaried,Rejected,Mumbai
Priya,42,156795,726,396991,Salaried,Rejected,Chennai
Fatima,47,73286,790,707002,Self-Employed,Rejected,Ahmedabad
Zoya,48,134411,577,783825,Self-Employed,Approved,Hyderabad
Aditya,48,150150,587,527208,Self-Employed,Approved,Chennai
Karan,47,41553,724,586060,Business,Rejected,Hyderabad
Rahul,49,117773,621,145447,Business,Approved,Pune
Aisha,48,87379,704,59850,Business,Rejected,Ahmedabad
Aisha,67,110841,779,725581,Self-Employed,Approved,Mumbai
Arjun,49,89687,685,309975,Self-Employed,Rejected,Ahmedabad
Fatima,55,118850,791,719429,Self-Employed,Rejected,Delhi
Karan,68,137158,634,775693,Salaried,Approved,Kolkata
Aisha,50,108573,856,377189,Business,Rejected,Mumbai
Rohan,44,149654,677,677122,Self-Employed,Rejected,Pune
Kabir,30,157600,861,67558,Business,Approved,Hyderabad
Neha,61,100746,523,350141,Self-Employed,Rejected,Pune
Sara,53,84225,713,463413,Salaried,Rejected,Chennai
Rahul,67,120571,661,842491,Self-Employed,Rejected,Bangalore
Neha,48,96167,633,115365,Salaried,Approved,Hyderabad
Arjun,51,108881,721,535725,Salaried,Rejected,Kolkata
Priya,55,62174,567,423841,Self-Employed,Rejected,Ahmedabad
Fatima,67,51780,807,342376,Salaried,Approved,Pune
Zoya,34,152972,681,424949,Salaried,Rejected,Bangalore
Fatima,58,85070,882,482276,Business,Approved,Ahmedabad
Priya,56,79328,895,511933,Salaried,Approved,Chennai
Karan,57,126467,827,324995,Salaried,Rejected,Ahmedabad
Rohan,70,88990,557,-27905,Salaried,Rejected,Chennai
Sara,63,90232,827,870915,Business,Rejected,Kolkata
Fatima,40,99636,666,50029,Business,Rejected,Hyderabad
Rahul,45,105728,874,812938,Salaried,Approved,Chennai
Karan,43,99160,858,493327,Business,Rejected,Pune
Rahul,24,137712,843,601081,Salaried,Approved,Bangalore
Imran,23,114565,840,755333,Salaried,Rejected,Mumbai
Arjun,66,153788,790,208574,Self-Employed,Approved,Mumbai
Rahul,41,140729,764,297366,Self-Employed,Approved,Ahmedabad
Arjun,54,85687,884,346593,Business,Approved,Pune
Sara,29,100796,779,273630,Salaried,Rejected,Mumbai
Zoya,56,129092,745,839140,Self-Employed,Approved,Chennai
Arjun,39,114780,593,459235,Salaried,Approved,Pune
Rahul,33,132384,500,510113,Salaried,Approved,Delhi
Imran,31,109670,828,134099,Self-Employed,Rejected,Mumbai
Ananya,41,110857,691,406299,Self-Employed,Approved,Delhi
Ananya,63,141986,815,793353,Salaried,Rejected,Pune
Aisha,56,99169,686,957697,Salaried,Rejected,Kolkata
Priya,36,152234,870,462193,Salaried,Approved,Bangalore
Fatima,60,62501,663,408288,Business,Rejected,Pune
Kabir,56,102933,626,517270,Business,Rejected,Chennai
Kabir,61,57206,767,684712,Self-Employed,Rejected,Chennai
Aditya,56,157222,741,930834,Business,Rejected,Mumbai
Ananya,29,152827,829,310087,Self-Employed,Rejected,Hyderabad
Aisha,64,129880,703,385820,Salaried,Rejected,Mumbai
Neha,47,84106,794,381780,Self-Employed,Approved,Mumbai
Aditya,62,129902,700,421684,Business,Approved,Mumbai
Neha,66,145027,638,148390,Salaried,Approved,Kolkata
Fatima,60,131683,874,229979,Business,Approved,Hyderabad
Rahul,67,103088,827,376020,Business,Approved,Ahmedabad
Riya,46,156488,783,701593,Business,Approved,Delhi
Aman,54,72473,742,551801,Business,Approved,Hyderabad
Fatima,63,101819,616,347829,Self-Employed,Approved,Delhi
Rohan,65,47685,575,796659,Self-Employed,Rejected,Delhi
Rahul,49,98835,584,376843,Business,Rejected,Mumbai
Priya,45,135277,626,810041,Business,Approved,Kolkata
Ananya,35,151048,760,514543,Business,Rejected,Mumbai
Rohan,52,103322,769,326322,Salaried,Approved,Bangalore
Rahul,47,79449,764,586402,Business,Rejected,Mumbai
Arjun,43,125334,804,772904,Self-Employed,Rejected,Pune
Arjun,54,131104,708,546393,Salaried,Approved,Kolkata
Rohan,63,91300,836,663687,Self-Employed,Rejected,Bangalore
Aisha,52,148479,602,164390,Self-Employed,Approved,Mumbai
Zoya,65,136190,715,716884,Business,Approved,Mumbai
Kabir,59,142616,872,189722,Business,Approved,Mumbai
Aditya,62,132737,745,125791,Self-Employed,Rejected,Ahmedabad
Ananya,28,153802,688,417198,Salaried,Rejected,Ahmedabad
Fatima,58,76263,552,586177,Salaried,Rejected,Kolkata
Sara,67,118473,723,66526,Salaried,Approved,Mumbai
Aditya,40,93449,784,309576,Self-Employed,Approved,Kolkata
Priya,64,131076,720,182497,Business,Approved,Hyderabad
Riya,53,114621,769,216781,Self-Employed,Rejected,Pune
Fatima,64,98180,631,442898,Business,Approved,Chennai
Arjun,30,46819,667,199809,Salaried,Approved,Chennai
Rahul,67,131652,857,527656,Self-Employed,Rejected,Delhi
Neha,66,151395,808,533599,Self-Employed,Rejected,Delhi
Riya,58,130180,839,600672,Salaried,Rejected,Kolkata
Kabir,70,161564,784,366167,Self-Employed,Rejected,Pune
Priya,33,112279,603,805287,Business,Rejected,Chennai
Neha,41,87827,683,435972,Business,Approved,Mumbai
Aisha,57,143690,873,736030,Salaried,Approved,Mumbai
Zoya,69,112549,788,5527,Business,Approved,Mumbai
Riya,56,74376,618,388335,Self-Employed,Approved,Kolkata
Rohan,33,94150,719,675893,Business,Rejected,Kolkata
Riya,54,148844,821,879025,Business,Rejected,Mumbai
Aditya,68,85904,863,545589,Salaried,Rejected,Ahmedabad
Ananya,56,131920,802,724671,Self-Employed,Approved,Mumbai
Sara,55,83159,779,826537,Business,Approved,Delhi
Aman,53,134403,692,323073,Business,Rejected,Kolkata
Fatima,45,150918,612,608104,Salaried,Rejected,Mumbai
Sara,56,136172,792,833623,Self-Employed,Approved,Pune
Priya,33,82286,751,169965,Salaried,Approved,Mumbai
Rahul,43,136519,732,466989,Business,Approved,Bangalore
Kabir,56,132834,899,819477,Self-Employed,Rejected,Kolkata
Fatima,61,132897,892,583762,Self-Employed,Rejected,Delhi
Aisha,45,120421,717,97686,Business,Rejected,Hyderabad
Fatima,45,145005,792,329187,Self-Employed,Rejected,Delhi
Zoya,43,162944,852,492640,Salaried,Rejected,Ahmedabad
Sara,56,137364,796,377810,Salaried,Approved,Hyderabad
Arjun,39,88164,700,298683,Salaried,Rejected,Ahmedabad
Rohan,62,50636,767,426278,Salaried,Rejected,Delhi
Fatima,41,122950,824,399986,Self-Employed,Approved,Ahmedabad
Rohan,41,130209,676,196943,Business,Approved,Bangalore
Neha,67,138154,672,589156,Salaried,Approved,Delhi
Ananya,27,136797,709,101972,Business,Rejected,Ahmedabad
Rohan,23,50280,747,46193,Self-Employed,Rejected,Pune
Aman,45,118830,532,125185,Self-Employed,Approved,Pune
Arjun,63,86569,568,327221,Salaried,Rejected,Hyderabad
Rohan,59,145989,810,138257,Self-Employed,Rejected,Pune
Ananya,54,61913,579,980994,Salaried,Approved,Chennai
Aman,37,133746,629,406904,Salaried,Approved,Bangalore
Imran,68,105642,740,314139,Self-Employed,Rejected,Delhi
Fatima,55,97662,499,591444,Self-Employed,Approved,Hyderabad
Aisha,44,116141,856,872178,Self-Employed,Rejected,Ahmedabad
Neha,61,121647,861,675568,Business,Rejected,Pune
Aman,46,149991,754,662448,Business,Rejected,Pune
Neha,37,156360,836,314121,Business,Approved,Hyderabad
Priya,53,94606,677,576997,Business,Rejected,Pune
Neha,45,135623,754,367261,Salaried,Rejected,Kolkata
Fatima,54,116121,573,431957,Self-Employed,Rejected,Delhi
Zoya,64,80498,723,596273,Salaried,Rejected,Kolkata
Rohan,49,154414,878,851116,Business,Rejected,Hyderabad
Priya,64,83245,517,589459,Salaried,Rejected,Mumbai
Aman,39,110466,742,501195,Salaried,Approved,Hyderabad
Riya,64,114048,637,271258,Salaried,Approved,Pune
Ananya,23,82937,793,455210,Self-Employed,Rejected,Mumbai
Zoya,26,161685,849,245059,Salaried,Rejected,Delhi
Aman,36,121444,705,450418,Business,Rejected,Pune
Karan,64,125152,711,124006,Salaried,Rejected,Delhi
Kabir,64,119620,707,685937,Salaried,Rejected,Pune
Fatima,68,122282,679,421089,Self-Employed,Approved,Mumbai
Neha,63,111771,777,812387,Salaried,Rejected,Chennai
Priya,62,111629,887,511401,Business,Rejected,Chennai
Aditya,68,161629,698,9824,Business,Approved,Bangalore
Sara,39,40740,835,893680,Salaried,Approved,Hyderabad
Priya,60,152400,544,282026,Self-Employed,Rejected,Mumbai
Rohan,29,116909,604,677677,Business,Approved,Hyderabad
Fatima,67,151540,775,225105,Salaried,Rejected,Hyderabad
Zoya,66,132228,675,915362,Salaried,Rejected,Mumbai
Fatima,62,127496,706,634921,Self-Employed,Rejected,Pune
Fatima,46,158220,746,78480,Salaried,Rejected,Mumbai
Arjun,48,111158,456,372752,Self-Employed,Approved,Delhi
Rahul,68,35402,745,902766,Self-Employed,Rejected,Kolkata
Priya,41,100862,621,301773,Self-Employed,Rejected,Delhi
Priya,70,63732,807,834249,Business,Rejected,Mumbai
Imran,48,111701,809,746535,Business,Approved,Mumbai
Aditya,63,92793,839,441936,Salaried,Approved,Kolkata
Zoya,55,135684,491,690918,Salaried,Approved,Bangalore
Neha,41,118261,779,882223,Business,Rejected,Kolkata
Fatima,58,126896,523,352082,Self-Employed,Rejected,Pune
Aman,59,92207,711,342784,Self-Employed,Rejected,Chennai
Rohan,52,160847,707,832189,Self-Employed,Approved,Bangalore
Rohan,58,125976,690,572502,Business,Approved,Ahmedabad
Rahul,49,109145,804,770298,Salaried,Rejected,Pune
Aditya,58,109846,825,706891,Business,Approved,Ahmedabad
Karan,70,138019,751,81109,Self-Employed,Approved,Chennai
Aman,66,117416,500,580111,Self-Employed,Approved,Kolkata
Riya,64,139589,899,397864,Business,Approved,Hyderabad
Imran,61,145979,834,48151,Salaried,Approved,Chennai
Aman,36,125408,762,652388,Salaried,Approved,Kolkata
Neha,65,147850,675,885656,Self-Employed,Approved,Hyderabad
Rohan,29,155065,700,867506,Business,Rejected,Hyderabad
Sara,56,143822,679,768485,Business,Rejected,Chennai
Ananya,37,146395,656,337543,Salaried,Rejected,Mumbai
Zoya,66,151415,783,724808,Business,Rejected,Ahmedabad
Fatima,62,145589,666,496825,Business,Rejected,Pune
Neha,63,145061,651,655556,Salaried,Approved,Pune
Aman,47,99771,813,220213,Self-Employed,Approved,Delhi
Priya,38,161537,877,774335,Self-Employed,Rejected,Delhi
Ananya,40,130994,806,243246,Business,Rejected,Bangalore
Priya,41,123080,861,575661,Self-Employed,Approved,Hyderabad
Aman,51,44483,823,835052,Business,Approved,Bangalore
Neha,54,161141,735,624956,Business,Rejected,Chennai
Rahul,60,44650,569,508165,Self-Employed,Rejected,Mumbai
Sara,47,90645,846,384252,Self-Employed,Rejected,Pune
Kabir,64,105780,810,571669,Salaried,Approved,Kolkata
Fatima,33,98632,705,177354,Business,Rejected,Pune
Kabir,65,92860,674,380244,Salaried,Rejected,Pune
Aman,65,106207,686,545243,Self-Employed,Approved,Mumbai
Arjun,59,147311,789,910982,Self-Employed,Approved,Bangalore
Kabir,66,160611,615,580793,Salaried,Approved,Pune
Sara,50,95387,713,524814,Self-Employed,Approved,Delhi
Riya,45,117277,864,542061,Self-Employed,Approved,Pune
Sara,29,120081,838,127669,Self-Employed,Approved,Hyderabad
Fatima,47,157100,833,948736,Business,Approved,Bangalore
Imran,38,116621,727,768282,Salaried,Approved,Kolkata
Aditya,45,111116,663,561997,Salaried,Rejected,Mumbai
Aditya,27,144774,693,129491,Salaried,Rejected,Bangalore
Imran,43,130923,717,989132,Self-Employed,Approved,Pune
Imran,46,84696,706,880190,Self-Employed,Approved,Bangalore
