name,age,income,credit_score,loan_amount,employment_type,loan_status,city
Rohan,46,59782,452,606524,Salaried,Rejected,Mumbai
Aditya,36,77032,451,500898,Salaried,Rejected,Pune
Aisha,55,131748,729,486999,Salaried,Rejected,Hyderabad
Priya,52,101044,559,610033,Business,Rejected,Hyderabad
Fatima,45,98499,821,394548,Salaried,Approved,Bangalore
Aditya,26,68093,781,307526,Self-Employed,Approved,Mumbai
Fatima,31,111174,599,754444,Self-Employed,Approved,Ahmedabad
Arjun,34,120572,533,428986,Salaried,Rejected,Hyderabad
Aditya,25,45390,512,944467,Salaried,Approved,Bangalore
Rohan,32,39859,841,523213,Self-Employed,Approved,Pune
Riya,53,41003,696,750447,Business,Rejected,Hyderabad
Arjun,26,71299,540,456722,Salaried,Rejected,Hyderabad
Riya,25,46271,524,408719,Salaried,Rejected,Bangalore
Karan,22,69588,649,881169,Self-Employed,Rejected,Pune
Arjun,34,46957,547,701244,Business,Rejected,Kolkata
Riya,35,134381,786,868691,Self-Employed,Approved,Kolkata
Riya,33,142960,471,88146,Self-Employed,Approved,Bangalore
Rahul,22,112107,640,730228,Self-Employed,Rejected,Ahmedabad
Sara,41,137984,687,139365,Salaried,Rejected,Pune
Aisha,58,42795,692,568358,Business,Approved,Chennai
Sara,61,66558,575,377216,Business,Approved,Ahmedabad
Kabir,24,148082,603,747118,Salaried,Rejected,Hyderabad
Zoya,38,69556,660,128011,Business,Approved,Chennai
Arjun,40,78329,461,77417,Self-Employed,Approved,Chennai
Sara,29,147081,718,682193,Business,Approved,Pune
Arjun,37,125663,620,383774,Salaried,Rejected,Delhi
Zoya,35,31432,591,376619,Business,Rejected,Pune
Fatima,56,111232,602,155314,Self-Employed,Approved,Mumbai
Sara,26,111231,620,332117,Business,Approved,Mumbai
Riya,58,25525,504,984703,Self-Employed,Rejected,Mumbai
Neha,46,96036,504,327120,Salaried,Approved,Bangalore
Kabir,32,109998,741,784734,Salaried,Approved,Mumbai
Aditya,31,121713,799,584442,Salaried,Approved,Ahmedabad
Aisha,57,129157,823,863970,Salaried,Approved,Kolkata
Zoya,48,52657,763,749276,Self-Employed,Rejected,Bangalore
Sara,43,42853,657,669467,Self-Employed,Approved,Hyderabad
Karan,47,58423,781,684656,Self-Employed,Rejected,Mumbai
Sara,58,50056,832,315222,Business,Approved,Delhi
Aisha,63,57608,517,795609,Salaried,Rejected,Bangalore
Rahul,25,114662,652,189420,Salaried,Rejected,Hyderabad
Aman,62,52551,817,166155,Business,Approved,Mumbai
Aman,34,83598,523,204127,Business,Rejected,Pune
Imran,47,74640,787,594070,Business,Approved,Hyderabad
Priya,61,44125,555,458117,Self-Employed,Rejected,Bangalore
Rohan,52,89082,590,508700,Salaried,Approved,Hyderabad
Imran,31,33048,850,982117,Salaried,Approved,Kolkata
Rahul,47,39472,597,197532,Self-Employed,Approved,Hyderabad
Priya,51,127982,840,605317,Salaried,Approved,Kolkata
Aditya,49,51335,802,955810,Self-Employed,Rejected,Kolkata
Ananya,31,87960,562,509411,Salaried,Rejected,Mumbai
Riya,45,53688,732,584456,Business,Approved,Delhi
Rahul,54,58398,803,153635,Self-Employed,Rejected,Hyderabad
Neha,25,99338,504,302943,Self-Employed,Rejected,Hyderabad
Fatima,61,90147,720,53534,Salaried,Approved,Mumbai
Zoya,57,69734,450,554385,Salaried,Approved,Delhi
Riya,48,57921,806,893677,Self-Employed,Approved,Bangalore
Aman,27,74797,691,704960,Salaried,Approved,Bangalore
Fatima,43,86785,838,302882,Business,Approved,Chennai
Aisha,56,27153,803,129973,Salaried,Approved,Delhi
Rohan,34,86221,661,610967,Business,Approved,Pune
Aditya,29,53931,827,274954,Salaried,Approved,Chennai
Rohan,21,145350,750,479012,Salaried,Rejected,Hyderabad
Aditya,34,37252,624,298207,Business,Approved,Pune
Aditya,59,95371,832,709666,Salaried,Approved,Mumbai
Ananya,55,46893,786,844114,Business,Rejected,Mumbai
Priya,34,129296,660,980577,Self-Employed,Approved,Pune
Rohan,57,61394,450,497852,Business,Rejected,Chennai
Rahul,56,116218,534,78206,Business,Rejected,Pune
Neha,63,61078,548,230426,Salaried,Rejected,Bangalore
Rohan,33,133432,557,257245,Salaried,Rejected,Hyderabad
Zoya,35,106087,518,83020,Salaried,Rejected,Bangalore
Rahul,64,81599,528,771333,Salaried,Rejected,Delhi
Neha,31,74091,467,608922,Salaried,Approved,Ahmedabad
Neha,34,34596,528,485214,Salaried,Approved,Ahmedabad
Neha,38,118545,716,798392,Business,Rejected,Chennai
Rohan,59,94841,788,644850,Salaried,Approved,Kolkata
Zoya,38,66383,583,685732,Salaried,Approved,Mumbai
Kabir,45,126260,724,537449,Salaried,Rejected,Pune
Karan,24,55112,827,784285,Business,Approved,Pune
Priya,62,101108,814,823442,Salaried,Approved,Mumbai
Arjun,29,56520,475,583112,Business,Rejected,Pune
Kabir,42,93822,725,148080,Self-Employed,Approved,Hyderabad
Priya,32,30769,668,564335,Salaried,Rejected,Delhi
Arjun,65,108394,495,593115,Salaried,Approved,Kolkata
Rahul,41,85410,534,764435,Self-Employed,Approved,Chennai
Neha,22,126620,790,774443,Salaried,Approved,Mumbai
Sara,61,101787,491,136646,Business,Rejected,Bangalore
Rahul,49,127714,725,729002,Self-Employed,Rejected,Mumbai
Zoya,30,71312,610,447457,Business,Rejected,Pune
Ananya,39,59184,531,139171,Business,Rejected,Delhi
Zoya,39,89374,717,855292,Salaried,Approved,Delhi
Fatima,53,106481,471,379372,Self-Employed,Approved,Kolkata
Priya,50,28440,472,678318,Salaried,Rejected,Mumbai
Aditya,45,70265,775,408077,Salaried,Rejected,Chennai
Kabir,54,44655,657,446069,Business,Approved,Pune
Neha,38,92067,566,387264,Self-Employed,Rejected,Mumbai
Aisha,57,74194,823,93907,Business,Approved,Mumbai
Rahul,47,52252,573,480108,Business,Rejected,Kolkata
Aisha,60,127054,775,947744,Business,Approved,Delhi
Sara,38,130118,474,178356,Self-Employed,Rejected,Hyderabad
Aditya,56,144961,720,824379,Salaried,Rejected,Hyderabad
Karan,62,48258,730,546649,Self-Employed,Approved,Bangalore
Arjun,33,94248,781,117282,Self-Employed,Approved,Hyderabad
Zoya,30,116310,654,699146,Business,Rejected,Hyderabad
Kabir,47,64005,531,71715,Salaried,Rejected,Ahmedabad
Zoya,44,119666,821,936088,Business,Approved,Ahmedabad
Karan,37,35769,686,965872,Salaried,Approved,Ahmedabad
Priya,31,71488,834,441816,Self-Employed,Approved,Mumbai
Rahul,64,73371,624,619868,Business,Approved,Delhi
Zoya,63,36089,690,445597,Self-Employed,Rejected,Ahmedabad
Riya,53,100459,721,579757,Salaried,Rejected,Bangalore
Aditya,36,97887,807,575304,Business,Rejected,Delhi
Aman,42,120092,518,538303,Business,Rejected,Mumbai
Imran,23,62971,801,720125,Salaried,Approved,Hyderabad
Sara,34,125276,631,253768,Business,Rejected,Hyderabad
Rohan,46,120479,563,895891,Salaried,Approved,Pune
Imran,54,86138,819,971275,Salaried,Approved,Mumbai
Kabir,36,102767,496,711518,Business,Rejected,Bangalore
Arjun,46,109414,615,286682,Salaried,Rejected,Ahmedabad
Aman,26,145341,834,691597,Business,Rejected,Kolkata
Neha,45,37492,686,575004,Self-Employed,Approved,Mumbai
Fatima,34,132524,463,900067,Salaried,Rejected,Pune
Karan,28,97055,515,928283,Business,Approved,Mumbai
Sara,42,86901,776,786979,Self-Employed,Rejected,Hyderabad
Riya,47,145150,451,975138,Business,Rejected,Bangalore
Zoya,29,141114,479,129955,Self-Employed,Rejected,Pune
Aman,27,95677,599,286814,Salaried,Rejected,Ahmedabad
Neha,22,101881,521,843269,Self-Employed,Approved,Bangalore
Aditya,34,104504,758,580424,Salaried,Approved,Pune
Zoya,42,69262,664,130472,Salaried,Rejected,Hyderabad
Rahul,29,93115,724,477030,Business,Rejected,Mumbai
Aisha,42,56149,702,464708,Self-Employed,Rejected,Ahmedabad
Rahul,54,115922,499,172172,Business,Rejected,Delhi
Karan,23,148712,548,967324,Salaried,Rejected,Bangalore
Arjun,59,36584,840,78594,Self-Employed,Approved,Delhi
Aditya,41,148248,831,273193,Salaried,Rejected,Delhi
Sara,42,71634,476,907103,Self-Employed,Rejected,Delhi
Aditya,52,107100,698,495092,Business,Rejected,Delhi
Rahul,39,123259,470,171455,Salaried,Rejected,Hyderabad
Kabir,54,83645,849,253496,Self-Employed,Approved,Hyderabad
Sara,47,31045,558,295101,Business,Rejected,Chennai
Aisha,24,38431,791,438563,Self-Employed,Approved,Mumbai
Zoya,53,73266,739,659058,Business,Rejected,Pune
Neha,57,48826,458,799367,Self-Employed,Rejected,Hyderabad
Karan,46,124119,756,790464,Business,Rejected,Ahmedabad
Zoya,63,63851,732,722922,Business,Approved,Kolkata
Sara,30,95158,637,657418,Self-Employed,Approved,Bangalore
Imran,39,27788,845,574747,Self-Employed,Rejected,Bangalore
Fatima,27,49242,849,896282,Salaried,Rejected,Hyderabad
Ananya,46,98913,736,107433,Self-Employed,Rejected,Mumbai
Rahul,30,77165,777,173434,Self-Employed,Rejected,Ahmedabad
Priya,62,82932,539,835673,Salaried,Rejected,Hyderabad
Kabir,54,104525,562,391603,Business,Rejected,Chennai
Riya,63,142580,737,843784,Salaried,Rejected,Hyderabad
Kabir,47,141297,789,173527,Salaried,Approved,Ahmedabad
Aditya,46,102399,840,426147,Business,Approved,Delhi
Arjun,26,127708,731,451010,Business,Approved,Ahmedabad
Kabir,34,26957,737,555339,Self-Employed,Rejected,Pune
Sara,33,130805,720,378932,Business,Rejected,Chennai
Priya,37,135534,548,864972,Self-Employed,Rejected,Ahmedabad
Aisha,58,129370,845,375837,Business,Approved,Hyderabad
Fatima,22,134121,534,551656,Salaried,Approved,Mumbai
Karan,59,76206,649,115646,Salaried,Rejected,Pune
Aman,53,51484,488,135159,Business,Rejected,Bangalore
Aditya,22,31280,483,443416,Business,Rejected,Mumbai
Fatima,26,63408,772,685996,Salaried,Approved,Chennai
Kabir,32,138101,772,597155,Salaried,Rejected,Kolkata
Ananya,24,120679,638,281222,Business,Approved,Hyderabad
Rohan,49,83024,756,345175,Self-Employed,Approved,Delhi
Riya,29,120161,656,850028,Self-Employed,Rejected,Delhi
Aisha,22,97805,497,832094,Self-Employed,Rejected,Kolkata
Aditya,31,99110,808,681031,Salaried,Approved,Hyderabad
Kabir,25,50594,551,262511,Self-Employed,Approved,Bangalore
Karan,41,71907,816,229567,Salaried,Rejected,Chennai
Neha,27,86235,728,132995,Self-Employed,Approved,Mumbai
Priya,64,38324,490,682214,Salaried,Rejected,Mumbai
Riya,48,56191,712,752160,Self-Employed,Approved,Delhi
Zoya,45,40894,547,278855,Self-Employed,Rejected,Pune
Aman,40,59681,753,101573,Business,Rejected,Delhi
Sara,24,43461,652,358298,Business,Rejected,Mumbai
Aditya,48,61096,595,105469,Salaried,Approved,Kolkata
Ananya,27,77213,690,610130,Salaried,Rejected,Delhi
Arjun,63,92291,537,245714,Salaried,Rejected,Mumbai
Aditya,52,142213,751,612292,Salaried,Rejected,Pune
Ananya,54,146973,664,229956,Business,Rejected,Chennai
Priya,64,104494,674,295224,Self-Employed,Rejected,Bangalore
Aman,28,136159,713,235825,Business,Approved,Chennai
Fatima,35,100028,834,521485,Business,Approved,Mumbai
Ananya,46,114226,510,525606,Self-Employed,Rejected,Mumbai
Rahul,36,143005,657,593453,Salaried,Approved,Mumbai
Riya,45,95860,523,138450,Business,Approved,Delhi
Aman,41,113327,531,140375,Self-Employed,Approved,Chennai
Arjun,55,83626,503,770106,Self-Employed,Rejected,Ahmedabad
Karan,54,110367,844,232677,Salaried,Approved,Delhi
Zoya,50,123954,754,91350,Business,Approved,Hyderabad
Aisha,55,138780,458,216028,Salaried,Rejected,Mumbai
Aditya,59,115674,823,290961,Business,Rejected,Ahmedabad
Arjun,53,63255,781,186302,Self-Employed,Rejected,Chennai
Aisha,62,36011,595,413624,Self-Employed,Rejected,Kolkata
Karan,65,110830,675,146118,Self-Employed,Approved,Delhi
Rohan,49,76183,694,255509,Business,Approved,Delhi
Rohan,38,74866,849,131780,Business,Rejected,Pune
Fatima,52,105010,722,566393,Self-Employed,Rejected,Delhi
Imran,53,90172,817,936582,Salaried,Approved,Delhi
Rahul,52,123273,469,878928,Business,Rejected,Chennai
Aditya,46,109351,545,765484,Business,Rejected,Bangalore
Aman,22,111975,634,842269,Self-Employed,Rejected,Ahmedabad
Neha,64,84852,741,90177,Salaried,Approved,Pune
Karan,42,136736,641,331356,Self-Employed,Rejected,Delhi
Zoya,50,102803,651,255633,Salaried,Rejected,Chennai
Priya,32,108663,576,714743,Salaried,Rejected,Hyderabad
Arjun,33,96589,743,158110,Self-Employed,Approved,Ahmedabad
Ananya,64,114198,617,245666,Business,Rejected,Chennai
Priya,32,144793,625,457976,Salaried,Approved,Delhi
Sara,65,54133,625,605473,Business,Approved,Chennai
Ananya,56,118141,650,437167,Self-Employed,Rejected,Mumbai
Aman,54,59452,647,941417,Business,Approved,Chennai
Zoya,52,126319,798,351260,Self-Employed,Approved,Bangalore
Sara,61,106681,511,970387,Business,Rejected,Pune
Aman,51,103512,697,222820,Salaried,Rejected,Bangalore
Imran,58,55935,587,881994,Salaried,Rejected,Pune
Aman,46,65315,495,391045,Self-Employed,Approved,Kolkata
Imran,33,39053,560,814341,Salaried,Rejected,Chennai
Fatima,47,87371,822,936964,Business,Approved,Pune
Kabir,49,136615,612,98016,Salaried,Rejected,Hyderabad
Arjun,65,138280,779,891359,Salaried,Rejected,Hyderabad
Sara,23,126755,631,235938,Self-Employed,Rejected,Ahmedabad
Kabir,65,102559,718,545858,Business,Rejected,Mumbai
Riya,51,25881,589,428521,Salaried,Rejected,Bangalore
Aman,46,46337,520,396966,Business,Rejected,Ahmedabad
Neha,58,91380,662,880782,Self-Employed,Approved,Kolkata
Aditya,29,89580,811,404303,Business,Rejected,Chennai
Aman,55,107860,623,818488,Business,Rejected,Ahmedabad
Sara,60,62753,541,576417,Salaried,Rejected,Hyderabad
Rahul,26,131485,804,498903,Self-Employed,Approved,Mumbai
Priya,23,30619,529,890561,Self-Employed,Rejected,Chennai
Arjun,25,55988,517,723867,Salaried,Rejected,Chennai
Fatima,34,25730,615,406442,Self-Employed,Rejected,Mumbai
Karan,56,121751,543,765123,Salaried,Approved,Hyderabad
Priya,45,101865,767,801553,Self-Employed,Approved,Delhi
Kabir,48,83851,776,877145,Self-Employed,Rejected,Hyderabad
Zoya,21,42004,637,937056,Business,Rejected,Delhi
Sara,34,149479,485,601370,Salaried,Rejected,Delhi
Rahul,29,49959,482,182430,Salaried,Rejected,Delhi
Arjun,61,64959,769,147102,Salaried,Rejected,Ahmedabad
Rohan,54,57079,662,325136,Self-Employed,Approved,Delhi
Arjun,43,28175,722,223077,Self-Employed,Approved,Ahmedabad
Aman,63,84772,540,875148,Salaried,Rejected,Chennai
Karan,37,122888,635,639343,Business,Rejected,Hyderabad
Rohan,30,138080,742,84281,Self-Employed,Rejected,Delhi
Neha,45,142919,786,630701,Salaried,Approved,Pune
Imran,49,40850,780,541543,Salaried,Approved,Pune
Rahul,33,83051,817,813681,Salaried,Rejected,Delhi
Neha,41,48827,538,212730,Business,Rejected,Bangalore
Priya,27,121050,668,888234,Self-Employed,Rejected,Pune
Priya,56,97175,523,297940,Salaried,Rejected,Chennai
Sara,57,137158,726,263056,Self-Employed,Approved,Hyderabad
Karan,52,119999,780,535519,Business,Approved,Kolkata
Ananya,39,57392,460,648782,Self-Employed,Rejected,Hyderabad
Rohan,60,118780,821,172136,Salaried,Approved,Kolkata
Aman,21,49483,742,232798,Self-Employed,Approved,Pune
Imran,36,112388,755,541269,Business,Rejected,Kolkata
Rahul,52,117788,617,194992,Business,Approved,Bangalore
Aisha,64,123664,500,191260,Self-Employed,Rejected,Ahmedabad
Ananya,56,49699,538,89486,Salaried,Rejected,Hyderabad
Imran,59,131277,801,977806,Self-Employed,Approved,Kolkata
Karan,65,121990,819,789196,Self-Employed,Approved,Chennai
Zoya,24,129686,834,878727,Salaried,Approved,Bangalore
Arjun,36,145919,648,726758,Salaried,Approved,Chennai
Kabir,43,134469,533,270254,Business,Approved,Pune
Arjun,62,100653,535,867071,Business,Rejected,Chennai
Imran,40,51062,694,340648,Business,Approved,Bangalore
Ananya,21,100569,662,542932,Salaried,Rejected,Bangalore
Kabir,26,104783,508,202236,Self-Employed,Rejected,Mumbai
Kabir,28,52164,530,173815,Business,Rejected,Kolkata
Karan,24,40095,760,858847,Business,Approved,Pune
Aisha,46,38697,516,239485,Salaried,Rejected,Pune
Imran,49,42824,820,409597,Business,Rejected,Kolkata
Fatima,60,122881,823,274488,Salaried,Approved,Hyderabad
Zoya,45,69212,556,612192,Salaried,Rejected,Delhi
Zoya,54,38582,526,851489,Self-Employed,Approved,Delhi
Rahul,22,128525,735,766221,Self-Employed,Rejected,Delhi
Rahul,57,112152,617,191174,Salaried,Approved,Hyderabad
Arjun,58,50382,808,938010,Self-Employed,Rejected,Chennai
Ananya,62,25162,559,800437,Business,Approved,Chennai
Imran,22,126759,499,289980,Self-Employed,Approved,Pune
Kabir,48,147574,633,626396,Self-Employed,Approved,Chennai
Ananya,34,135931,463,321955,Salaried,Approved,Delhi
Ananya,24,80372,513,429398,Business,Rejected,Delhi
Arjun,38,32904,535,678167,Business,Rejected,Mumbai
Zoya,48,80862,752,73467,Self-Employed,Approved,Bangalore
Neha,54,110209,504,409022,Self-Employed,Rejected,Hyderabad
Aisha,64,107802,778,57945,Salaried,Approved,Hyderabad
Rohan,28,27209,765,430828,Self-Employed,Approved,Kolkata
Riya,44,80468,607,703164,Salaried,Rejected,Chennai
Sara,44,62361,667,934479,Salaried,Approved,Bangalore
Aisha,29,134677,578,534175,Self-Employed,Approved,Mumbai
Fatima,28,129498,713,178594,Salaried,Approved,Bangalore
Arjun,56,55127,501,521152,Self-Employed,Rejected,Hyderabad
Riya,52,46217,666,591358,Salaried,Rejected,Mumbai
Aisha,49,39077,525,671540,Salaried,Rejected,Pune
Priya,50,36067,550,583057,Salaried,Rejected,Ahmedabad
Zoya,24,85548,814,290322,Self-Employed,Rejected,Pune
Neha,44,94559,591,565934,Self-Employed,Rejected,Bangalore
Riya,28,117283,550,75994,Salaried,Approved,Ahmedabad
Imran,49,80824,810,500347,Business,Approved,Hyderabad
Neha,28,98565,452,399975,Salaried,Rejected,Bangalore
Kabir,49,145844,580,929053,Self-Employed,Rejected,Ahmedabad
Ananya,26,71299,749,117187,Business,Rejected,Bangalore
Zoya,22,29205,479,328925,Self-Employed,Rejected,Ahmedabad
Ananya,42,107160,751,76144,Salaried,Approved,Pune
Aditya,63,86257,513,314573,Salaried,Rejected,Mumbai
Aditya,58,55926,728,855592,Business,Rejected,Pune
Neha,57,25396,611,311400,Business,Approved,Pune
Zoya,23,58491,762,688424,Business,Rejected,Mumbai
Ananya,62,133806,756,911627,Self-Employed,Rejected,Ahmedabad
Sara,61,54318,781,118281,Salaried,Approved,Kolkata
Karan,47,75098,758,633576,Business,Approved,Hyderabad
Aditya,27,44456,560,558512,Self-Employed,Rejected,Mumbai
Zoya,36,55578,539,849219,Self-Employed,Approved,Ahmedabad
Aditya,58,99509,508,690204,Self-Employed,Approved,Mumbai
Rohan,31,140792,670,939319,Business,Approved,Delhi
Fatima,24,92576,685,909636,Business,Approved,Delhi
Aditya,24,135235,531,742852,Business,Rejected,Mumbai
Rohan,27,136361,729,888007,Salaried,Approved,Bangalore
Zoya,30,142630,507,137556,Self-Employed,Rejected,Mumbai
Zoya,63,91613,465,904923,Salaried,Rejected,Ahmedabad
Riya,55,43119,532,844645,Salaried,Rejected,Kolkata
Riya,54,92258,827,294462,Business,Rejected,Kolkata
Aditya,49,147225,455,615287,Salaried,Rejected,Mumbai
Neha,55,31137,664,547347,Self-Employed,Rejected,Kolkata
Arjun,33,74840,738,139263,Self-Employed,Approved,Ahmedabad
Fatima,31,91964,705,757097,Business,Rejected,Hyderabad
Ananya,56,143464,708,207744,Self-Employed,Rejected,Ahmedabad
Sara,63,108281,475,330110,Salaried,Approved,Chennai
Fatima,37,143583,495,878497,Business,Approved,Ahmedabad
Priya,23,89796,732,723528,Salaried,Approved,Delhi
Karan,42,119747,643,421240,Salaried,Rejected,Kolkata
Zoya,32,63384,777,97361,Business,Rejected,Ahmedabad
Fatima,60,74324,646,623359,Salaried,Rejected,Hyderabad
Rahul,22,59818,681,586556,Self-Employed,Approved,Delhi
Riya,30,98509,623,157174,Self-Employed,Approved,Delhi
Kabir,58,124621,574,915620,Business,Approved,Ahmedabad
Priya,21,90867,743,877687,Salaried,Approved,Hyderabad
Rohan,60,30385,673,194136,Self-Employed,Approved,Ahmedabad
Arjun,59,100464,484,495555,Salaried,Approved,Pune
Neha,34,133749,507,664987,Business,Rejected,Bangalore
Fatima,34,118681,658,163204,Salaried,Rejected,Bangalore
Sara,21,69791,545,310702,Salaried,Approved,Hyderabad
Riya,46,68574,849,920379,Business,Rejected,Mumbai
Sara,38,123366,604,569665,Salaried,Approved,Hyderabad
Fatima,48,66665,782,83099,Salaried,Approved,Hyderabad
Arjun,46,135772,482,542879,Business,Rejected,Kolkata
Rahul,54,41616,808,321258,Business,Approved,Mumbai
Aditya,46,85519,732,202526,Salaried,Approved,Hyderabad
Karan,47,92760,503,875519,Salaried,Rejected,Chennai
Karan,61,74352,585,622433,Self-Employed,Rejected,Bangalore
Arjun,65,106073,731,511736,Self-Employed,Rejected,Ahmedabad
Kabir,41,69601,751,323907,Self-Employed,Approved,Mumbai
Priya,59,114066,542,111434,Business,Rejected,Kolkata
Arjun,65,146732,645,982345,Business,Approved,Mumbai
Karan,51,35303,666,765932,Business,Approved,Mumbai
Aditya,34,80213,610,310626,Self-Employed,Approved,Delhi
Rahul,41,73809,756,108522,Self-Employed,Approved,Kolkata
Aditya,59,110991,783,650204,Self-Employed,Approved,Delhi
Fatima,32,31154,600,444616,Self-Employed,Rejected,Hyderabad
Rahul,48,90208,660,102431,Self-Employed,Approved,Ahmedabad
Aman,40,66254,666,957205,Self-Employed,Rejected,Kolkata
Priya,55,141976,464,648957,Self-Employed,Rejected,Hyderabad
Priya,33,127401,709,894381,Business,Approved,Mumbai
Neha,44,58828,657,968432,Self-Employed,Rejected,Delhi
Aman,47,69106,808,353238,Salaried,Approved,Pune
Fatima,59,104723,627,290021,Salaried,Rejected,Mumbai
Rohan,31,137141,545,174166,Salaried,Approved,Delhi
Kabir,48,140520,694,777658,Business,Approved,Kolkata
Aditya,41,105382,484,459095,Salaried,Approved,Pune
Karan,27,37097,640,943163,Business,Rejected,Hyderabad
Karan,24,25802,839,998371,Business,Approved,Mumbai
Neha,51,118187,703,635975,Salaried,Rejected,Bangalore
Fatima,57,103056,633,515660,Salaried,Rejected,Hyderabad
Sara,37,136770,534,719614,Self-Employed,Approved,Pune
Ananya,31,32008,554,604447,Self-Employed,Rejected,Bangalore
Aisha,42,54881,670,412512,Business,Rejected,Ahmedabad
Aditya,50,97627,629,908784,Business,Approved,Delhi
Aditya,53,47915,608,184130,Salaried,Rejected,Bangalore
Fatima,44,129453,835,331390,Salaried,Approved,Mumbai
Kabir,37,65042,784,435275,Self-Employed,Approved,Kolkata
Rohan,33,135822,489,166815,Salaried,Approved,Bangalore
Arjun,39,125892,725,694640,Business,Rejected,Kolkata
Neha,49,82460,846,467484,Salaried,Approved,Bangalore
Arjun,52,47245,465,250936,Business,Rejected,Ahmedabad
Arjun,51,71351,815,63228,Business,Rejected,Mumbai
Imran,59,127765,648,308933,Salaried,Approved,Hyderabad
Kabir,23,75674,761,881338,Salaried,Rejected,Chennai
Sara,38,106805,567,397103,Salaried,Approved,Hyderabad
Zoya,53,34060,816,964973,Self-Employed,Approved,Kolkata
Aditya,53,143620,484,933488,Self-Employed,Rejected,Chennai
Imran,37,58343,793,426925,Self-Employed,Approved,Hyderabad
Imran,55,140213,635,771875,Salaried,Rejected,Kolkata
Sara,49,117350,732,162358,Salaried,Approved,Chennai
Karan,30,95337,683,576740,Business,Rejected,Hyderabad
Aisha,60,99435,746,496258,Business,Rejected,Delhi
Sara,40,66222,696,656889,Business,Rejected,Delhi
Aisha,38,135067,680,764105,Salaried,Approved,Hyderabad
Neha,26,137964,823,677276,Business,Rejected,Ahmedabad
Neha,38,42327,554,922039,Business,Rejected,Bangalore
Ananya,54,55862,571,645604,Salaried,Rejected,Delhi
Aisha,22,76366,530,974386,Business,Rejected,Bangalore
Sara,57,98013,558,225933,Salaried,Approved,Pune
Karan,21,49263,567,234265,Salaried,Approved,Mumbai
Ananya,50,81881,644,170181,Salaried,Rejected,Mumbai
Karan,45,40951,455,624348,Salaried,Approved,Hyderabad
Priya,26,62848,481,809699,Salaried,Rejected,Hyderabad
Aditya,62,148654,493,668274,Business,Rejected,Mumbai
Zoya,47,127634,834,853664,Business,Approved,Delhi
Imran,47,138554,751,381761,Business,Approved,Pune
Aditya,22,84905,834,473915,Salaried,Approved,Mumbai
Aman,42,149845,830,666904,Self-Employed,Rejected,Kolkata
Karan,22,143350,802,98315,Self-Employed,Rejected,Ahmedabad
Zoya,48,60215,497,127411,Salaried,Rejected,Ahmedabad
Rohan,26,117924,496,788281,Salaried,Approved,Hyderabad
Ananya,55,67458,501,468196,Business,Rejected,Hyderabad
Imran,23,93523,764,65775,Self-Employed,Approved,Bangalore
Rohan,39,97608,522,446278,Business,Approved,Ahmedabad
Ananya,21,94200,569,616163,Self-Employed,Rejected,Pune
Rohan,60,34522,636,82122,Self-Employed,Approved,Ahmedabad
Priya,25,99625,682,990354,Self-Employed,Rejected,Mumbai
Neha,29,27919,494,189147,Self-Employed,Rejected,Chennai
Riya,45,26925,604,132480,Business,Rejected,Mumbai
Aman,29,148305,487,872046,Self-Employed,Rejected,Chennai
Kabir,28,85367,699,529113,Self-Employed,Rejected,Pune
Kabir,52,63901,647,681371,Salaried,Approved,Pune
Fatima,38,37045,761,797393,Business,Rejected,Ahmedabad
Arjun,38,48203,533,197758,Business,Rejected,Kolkata
Kabir,49,31998,812,974468,Self-Employed,Approved,Chennai
Aisha,27,132912,733,413448,Business,Approved,Hyderabad
Kabir,41,82031,849,580367,Salaried,Rejected,Mumbai
Aisha,29,135698,637,571084,Salaried,Rejected,Mumbai
Aisha,25,107853,654,280222,Business,Approved,Chennai
Ananya,50,47502,558,917466,Salaried,Rejected,Hyderabad
Aditya,32,90942,533,637192,Business,Rejected,Chennai
Aditya,21,32656,495,559057,Business,Approved,Delhi
Riya,49,56505,496,192868,Self-Employed,Rejected,Pune
Riya,21,88107,483,111779,Self-Employed,Approved,Mumbai
Arjun,21,105008,541,934830,Self-Employed,Rejected,Pune
Priya,41,49370,668,134799,Business,Rejected,Mumbai
Arjun,49,31978,741,192778,Salaried,Approved,Mumbai
Aditya,48,102810,610,763540,Salaried,Rejected,Mumbai
Aman,65,133786,784,140831,Business,Approved,Hyderabad
Rohan,65,63408,566,900110,Business,Rejected,Delhi
Aditya,47,102738,734,650922,Salaried,Approved,Ahmedabad
Kabir,38,86894,842,171180,Self-Employed,Rejected,Pune
Arjun,51,51500,609,900328,Business,Approved,Pune
Karan,23,58792,620,97609,Salaried,Rejected,Chennai
Riya,35,114732,543,122058,Self-Employed,Approved,Hyderabad
Kabir,49,58558,718,851050,Salaried,Rejected,Chennai
Fatima,47,94460,480,475335,Self-Employed,Approved,Ahmedabad
Imran,49,50396,751,624571,Salaried,Rejected,Hyderabad
Zoya,56,64798,540,383362,Salaried,Rejected,Ahmedabad
Rohan,46,144931,520,616432,Salaried,Rejected,Chennai
Aman,49,146505,591,788918,Salaried,Approved,Ahmedabad
Rahul,43,35493,636,466353,Salaried,Rejected,Bangalore
Zoya,59,29458,726,399497,Self-Employed,Approved,Pune
Sara,22,112304,757,156657,Salaried,Rejected,Pune
